2r3k1/4b3/p3pn1Q/1p6/3B2r1/nPN2q2/1KPR3P/4R3 w - - 0 30
2r3k1/4b3/p3pn1Q/1p6/3B2r1/nPN2q2/1KP2R1P/4R3 b - - 1 30
2r3k1/4b3/p3pn1Q/1p6/3B2r1/nPN5/1KP2q1P/4R3 w - - 0 31
2r3k1/4b3/p3pn1Q/1p6/6r1/nPN5/1KP2B1P/4R3 b - - 0 31
2r3k1/4b3/p3pn1Q/8/1p4r1/nPN5/1KP2B1P/4R3 w - - 0 32
2r3k1/4b3/p3pn1Q/8/1p4r1/nPN4P/1KP2B2/4R3 b - - 0 32
2r3k1/4b3/p3pn1Q/8/1p6/nPN4P/1KP2Br1/4R3 w - - 1 33
2r3k1/4b3/p3pn2/8/1p6/nPN1Q2P/1KP2Br1/4R3 b - - 2 33
2r3k1/4b3/p3pn2/8/8/nPp1Q2P/1KP2Br1/4R3 w - - 0 34
2r3k1/4b3/p3pn2/8/8/nPp1Q2P/K1P2Br1/4R3 b - - 1 34
5rk1/4b3/p3pn2/8/8/nPp1Q2P/K1P2Br1/4R3 w - - 2 35
5rk1/4b3/p3Qn2/8/8/nPp4P/K1P2Br1/4R3 b - - 0 35
6k1/4br2/p3Qn2/8/8/nPp4P/K1P2Br1/4R3 w - - 1 36
6k1/4br2/p3Qn2/8/8/nPp4P/K1P1RBr1/8 b - - 2 36
5bk1/5r2/p3Qn2/8/8/nPp4P/K1P1RBr1/8 w - - 3 37
5bk1/5r2/p1Q2n2/8/8/nPp4P/K1P1RBr1/8 b - - 4 37
5bk1/5r2/p1Q5/8/4n3/nPp4P/K1P1RBr1/8 w - - 5 38
5bk1/5r2/p7/8/4Q3/nPp4P/K1P1RBr1/8 b - - 0 38
5bk1/5r2/p7/8/4Q3/nPp4P/K1P1Rr2/8 w - - 0 39
5bk1/5r2/p7/8/6Q1/nPp4P/K1P1Rr2/8 b - - 1 39
5bk1/6r1/p7/8/6Q1/nPp4P/K1P1Rr2/8 w - - 2 40
5bk1/6r1/p3Q3/8/8/nPp4P/K1P1Rr2/8 b - - 3 40
5bk1/5rr1/p3Q3/8/8/nPp4P/K1P1R3/8 w - - 4 41
5bk1/5rr1/p3Q3/8/8/nPp4P/K1P2R2/8 b - - 5 41
5bk1/5rr1/p3Q3/1n6/8/1Pp4P/K1P2R2/8 w - - 6 42
5bk1/5rr1/p3Q3/1n6/1P6/2p4P/K1P2R2/8 b - - 0 42
5bk1/5rr1/p2nQ3/8/1P6/2p4P/K1P2R2/8 w - - 1 43
5bk1/5rr1/p2nQ3/8/1P5P/2p5/K1P2R2/8 b - - 0 43
5b2/5rrk/p2nQ3/8/1P5P/2p5/K1P2R2/8 w - - 1 44
5b2/5rrk/p2nQR2/8/1P5P/2p5/K1P5/8 b - - 2 44
5b2/6rk/p2nQr2/8/1P5P/2p5/K1P5/8 w - - 0 45
5b2/6rk/p2n1Q2/8/1P5P/2p5/K1P5/8 b - - 0 45
5bk1/6r1/p2n1Q2/8/1P5P/2p5/K1P5/8 w - - 1 46
5bk1/6r1/p2n4/8/1P5P/2Q5/K1P5/8 b - - 0 46
5bk1/8/p2n4/8/1P4rP/2Q5/K1P5/8 w - - 1 47
5bk1/8/p2n1Q2/8/1P4rP/8/K1P5/8 b - - 2 47
5bk1/8/p2n1Q2/8/1r5P/8/K1P5/8 w - - 0 48
5bk1/8/p2n1Q2/8/1r5P/2P5/K7/8 b - - 0 48
5bk1/1r6/p2n1Q2/8/7P/2P5/K7/8 w - - 1 49
5bk1/1r6/p2n1Q2/8/2P4P/8/K7/8 b - - 0 49
5bk1/8/p2n1Q2/8/1rP4P/8/K7/8 w - - 1 50
5bk1/8/p2n2Q1/8/1rP4P/8/K7/8 b - - 2 50
5b1k/8/p2n2Q1/8/1rP4P/8/K7/8 w - - 3 51
5b1k/8/p2n1Q2/8/1rP4P/8/K7/8 b - - 4 51
5bk1/8/p2n1Q2/8/1rP4P/8/K7/8 w - - 5 52
5bk1/8/p2n1Q2/2P5/1r5P/8/K7/8 b - - 0 52
5bk1/8/p4Q2/1nP5/1r5P/8/K7/8 w - - 1 53
5bk1/8/p4Q2/1nP4P/1r6/8/K7/8 b - - 0 53
5bk1/8/5Q2/pnP4P/1r6/8/K7/8 w - - 0 54
5bk1/8/2P2Q2/pn5P/1r6/8/K7/8 b - - 0 54
6k1/6b1/2P2Q2/pn5P/1r6/8/K7/8 w - - 1 55
3Q2k1/6b1/2P5/pn5P/1r6/8/K7/8 b - - 2 55
3Q4/5kb1/2P5/pn5P/1r6/8/K7/8 w - - 3 56
8/3Q1kb1/2P5/pn5P/1r6/8/K7/8 b - - 4 56
6k1/3Q2b1/2P5/pn5P/1r6/8/K7/8 w - - 5 57
6k1/6b1/2P1Q3/pn5P/1r6/8/K7/8 b - - 6 57
8/6bk/2P1Q3/pn5P/1r6/8/K7/8 w - - 7 58
8/6bk/2P5/pn3Q1P/1r6/8/K7/8 b - - 8 58
6k1/6b1/2P5/pn3Q1P/1r6/8/K7/8 w - - 9 59
r1b1k2r/2qnbppp/p2ppn2/1p4B1/3NPPP1/P1N5/1PP1Q2P/2KR1B1R b kq - 0 11
r3k2r/1bqnbppp/p2ppn2/1p4B1/3NPPP1/P1N5/1PP1Q2P/2KR1B1R w kq - 1 12
r3k2r/1bqnbppp/p2ppn2/1p3PB1/3NP1P1/P1N5/1PP1Q2P/2KR1B1R b kq - 0 12
r3k2r/1bqnbppp/p2p1n2/1p2pPB1/3NP1P1/P1N5/1PP1Q2P/2KR1B1R w kq - 0 13
r3k2r/1bqnbppp/p2p1B2/1p2pP2/3NP1P1/P1N5/1PP1Q2P/2KR1B1R b kq - 0 13
r3k2r/1bqn1ppp/p2p1b2/1p2pP2/3NP1P1/P1N5/1PP1Q2P/2KR1B1R w kq - 0 14
r3k2r/1bqn1ppp/p2p1b2/1p2pP2/4P1P1/P1N2N2/1PP1Q2P/2KR1B1R b kq - 1 14
r3k2r/1bqnbppp/p2p4/1p2pP2/4P1P1/P1N2N2/1PP1Q2P/2KR1B1R w kq - 2 15
r3k2r/1bqnbppp/p2p4/1p2pP2/4P1P1/P1N2N2/1PP1Q2P/1K1R1B1R b kq - 3 15
1r2k2r/1bqnbppp/p2p4/1p2pP2/4P1P1/P1N2N2/1PP1Q2P/1K1R1B1R w k - 4 16
1r2k2r/1bqnbppp/p2p4/1p2pP2/4P1PP/P1N2N2/1PP1Q3/1K1R1B1R b k - 0 16
br2k2r/2qnbppp/p2p4/1p2pP2/4P1PP/P1N2N2/1PP1Q3/1K1R1B1R w k - 1 17
br2k2r/2qnbppp/p2p4/1p2pP2/4P1PP/P1N2N1R/1PP1Q3/1K1R1B2 b k - 2 17
br3rk1/2qnbppp/p2p4/1p2pP2/4P1PP/P1N2N1R/1PP1Q3/1K1R1B2 w - - 3 18
br3rk1/2qnbppp/p2p4/1p2pP2/4P1PP/P1N4R/1PPNQ3/1K1R1B2 b - - 4 18
br3rk1/2qnbppp/p2p4/4pP2/1p2P1PP/P1N4R/1PPNQ3/1K1R1B2 w - - 0 19
br3rk1/2qnbppp/p2p4/4pP2/1P2P1PP/2N4R/1PPNQ3/1K1R1B2 b - - 0 19
b4rk1/2qnbppp/p2p4/4pP2/1r2P1PP/2N4R/1PPNQ3/1K1R1B2 w - - 0 20
b4rk1/2qnbppp/p2p4/4pP2/1r2P1PP/7R/NPPNQ3/1K1R1B2 b - - 1 20
b4rk1/2qnbppp/p2p4/4pP2/r3P1PP/7R/NPPNQ3/1K1R1B2 w - - 2 21
b4rk1/2qnbppp/p2p4/4pPP1/r3P2P/7R/NPPNQ3/1K1R1B2 b - - 0 21
br4k1/2qnbppp/p2p4/4pPP1/r3P2P/7R/NPPNQ3/1K1R1B2 w - - 1 22
br4k1/2qnbppp/p2p4/4pPP1/r3P2P/1R6/NPPNQ3/1K1R1B2 b - - 2 22
b5k1/2qnbppp/p2p4/4pPP1/r3P2P/1r6/NPPNQ3/1K1R1B2 w - - 0 23
b5k1/2qnbppp/p2p4/4pPP1/r3P2P/1P6/NP1NQ3/1K1R1B2 b - - 0 23
b5k1/2qnbppp/p2p4/4pPP1/3rP2P/1P6/NP1NQ3/1K1R1B2 w - - 1 24
b5k1/2qnbppp/p2p4/4pPP1/3rP2P/1PN5/1P1NQ3/1K1R1B2 b - - 2 24
b5k1/2q1bppp/p2p4/2n1pPP1/3rP2P/1PN5/1P1NQ3/1K1R1B2 w - - 3 25
b5k1/2q1bppp/p2p1P2/2n1p1P1/3rP2P/1PN5/1P1NQ3/1K1R1B2 b - - 0 25
b5k1/2q1bp1p/p2p1p2/2n1p1P1/3rP2P/1PN5/1P1NQ3/1K1R1B2 w - - 0 26
b5k1/2q1bp1p/p2p1p2/2n1p1PQ/3rP2P/1PN5/1P1N4/1K1R1B2 b - - 1 26
b5k1/2q1bp1p/p2p1p2/2n1p1PQ/4P2P/1PN5/1P1r4/1K1R1B2 w - - 0 27
b5k1/2q1bp1p/p2p1p2/2n1p1PQ/4P2P/1PN5/1P1R4/1K3B2 b - - 0 27
b5k1/2q1bp1p/p2p1p2/4p1PQ/4n2P/1PN5/1P1R4/1K3B2 w - - 0 28
b5k1/2q1bp1p/p2p1p2/4p1PQ/4n2P/1PN5/1PR5/1K3B2 b - - 1 28
b5k1/2q1bp1p/p2p1p2/4p1PQ/7P/1Pn5/1PR5/1K3B2 w - - 0 29
b5k1/2q1bp1p/p2p1p2/4p1PQ/7P/1PR5/1P6/1K3B2 b - - 0 29
6k1/2q1bp1p/p2p1p2/4p1PQ/4b2P/1PR5/1P6/1K3B2 w - - 1 30
6k1/2q1bp1p/p2p1p2/4p1PQ/4b2P/1PR5/1P6/2K2B2 b - - 2 30
6k1/4bp1p/p2p1p2/q3p1PQ/4b2P/1PR5/1P6/2K2B2 w - - 3 31
2R3k1/4bp1p/p2p1p2/q3p1PQ/4b2P/1P6/1P6/2K2B2 b - - 4 31
2Rb2k1/5p1p/p2p1p2/q3p1PQ/4b2P/1P6/1P6/2K2B2 w - - 5 32
2Rb2k1/5p1p/p2p1P2/q3p2Q/4b2P/1P6/1P6/2K2B2 b - - 0 32
2Rb2k1/5p1p/p2p1Pb1/q3p2Q/7P/1P6/1P6/2K2B2 w - - 1 33
2Rb2k1/5p1p/p2p1Pb1/q3p3/7P/1P3Q2/1P6/2K2B2 b - - 2 33
2Rb2k1/5p2/p2p1Pb1/q3p2p/7P/1P3Q2/1P6/2K2B2 w - - 0 34
2Rb2k1/5p2/p2p1Pb1/q3p2p/7P/1P2Q3/1P6/2K2B2 b - - 1 34
2Rb2k1/5p2/p2p1Pb1/4p2p/7P/1P2Q3/1P6/q1K2B2 w - - 2 35
2Rb2k1/5p2/p2p1Pb1/4p2p/7P/1P2Q3/1P1K4/q4B2 b - - 3 35
2Rb4/5p1k/p2p1Pb1/4p2p/7P/1P2Q3/1P1K4/q4B2 w - - 4 36
2Rb4/5p1k/p2p1Pb1/4p2p/7P/1P1BQ3/1P1K4/q7 b - - 5 36
2R5/5p1k/p2p1bb1/4p2p/7P/1P1BQ3/1P1K4/q7 w - - 0 37
2R5/5p1k/p2p1bB1/4p2p/7P/1P2Q3/1P1K4/q7 b - - 0 37
2R5/5p2/p2p1bk1/4p2p/7P/1P2Q3/1P1K4/q7 w - - 0 38
2R5/5p2/p2p1bk1/4p2p/7P/1P4Q1/1P1K4/q7 b - - 1 38
2R5/5p2/p2p1b1k/4p2p/7P/1P4Q1/1P1K4/q7 w - - 2 39
2R5/5p2/p2p1b1k/4p2p/7P/1P2Q3/1P1K4/q7 b - - 3 39
2R5/5p2/p2p1bk1/4p2p/7P/1P2Q3/1P1K4/q7 w - - 4 40
2R5/5p2/p2p1bk1/4p2p/7P/1P4Q1/1P1K4/q7 b - - 5 40
2R5/5p2/p2p1b1k/4p2p/7P/1P4Q1/1P1K4/q7 w - - 6 41
2R5/5p2/p2p1b1k/4p2p/7P/1P6/1P1K1Q2/q7 b - - 7 41
2R5/5pk1/p2p1b2/4p2p/7P/1P6/1P1K1Q2/q7 w - - 8 42
2R5/5pk1/p2p1b2/4p2p/7P/1P4Q1/1P1K4/q7 b - - 9 42
r1b2rk1/pp1nqppp/2p1p3/3p4/2PPn1P1/4PN2/PPQ2P1P/2KRBBR1 b - - 4 12
r1b2rk1/p2nqppp/2p1p3/1p1p4/2PPn1P1/4PN2/PPQ2P1P/2KRBBR1 w - - 0 13
r1b2rk1/p2nqppp/2p1p3/1pPp4/3Pn1P1/4PN2/PPQ2P1P/2KRBBR1 b - - 0 13
r1b2rk1/3nqppp/2p1p3/ppPp4/3Pn1P1/4PN2/PPQ2P1P/2KRBBR1 w - - 0 14
r1b2rk1/3nqppp/2p1p3/ppPp4/3Pn1PP/4PN2/PPQ2P2/2KRBBR1 b - - 0 14
r1b2rk1/3nqppp/2p5/ppPpp3/3Pn1PP/4PN2/PPQ2P2/2KRBBR1 w - - 0 15
r1b2rk1/3nqppp/2p5/ppPpp3/3Pn1PP/4PN2/PPQ2P2/1K1RBBR1 b - - 1 15
r1b2rk1/3nqppp/2p5/ppPp4/3pn1PP/4PN2/PPQ2P2/1K1RBBR1 w - - 0 16
r1b2rk1/3nqppp/2p5/ppPp4/3Pn1PP/5N2/PPQ2P2/1K1RBBR1 b - - 0 16
r1b1r1k1/3nqppp/2p5/ppPp4/3Pn1PP/5N2/PPQ2P2/1K1RBBR1 w - - 1 17
r1b1r1k1/3nqppp/2p5/ppPp4/3Pn1PP/3B1N2/PPQ2P2/1K1RB1R1 b - - 2 17
r1b1rnk1/4qppp/2p5/ppPp4/3Pn1PP/3B1N2/PPQ2P2/1K1RB1R1 w - - 3 18
r1b1rnk1/4qppp/2p5/ppPpN3/3Pn1PP/3B4/PPQ2P2/1K1RB1R1 b - - 4 18
r3rnk1/1b2qppp/2p5/ppPpN3/3Pn1PP/3B4/PPQ2P2/1K1RB1R1 w - - 5 19
r3rnk1/1b2qppp/2p5/ppPpN3/3Pn1PP/3B1P2/PPQ5/1K1RB1R1 b - - 0 19
r3rnk1/1b2qppp/2p5/ppnpN3/3P2PP/3B1P2/PPQ5/1K1RB1R1 w - - 0 20
r3rnk1/1b2qppp/2N5/ppnp4/3P2PP/3B1P2/PPQ5/1K1RB1R1 b - - 0 20
r3rnk1/4qppp/2b5/ppnp4/3P2PP/3B1P2/PPQ5/1K1RB1R1 w - - 0 21
r3rnk1/4qppp/2b5/ppPp4/6PP/3B1P2/PPQ5/1K1RB1R1 b - - 0 21
r3rnk1/4qppp/2b5/ppP5/3p2PP/3B1P2/PPQ5/1K1RB1R1 w - - 0 22
r3rnk1/4qppp/2b5/ppP5/3p1PPP/3B4/PPQ5/1K1RB1R1 b - - 0 22
r3r1k1/4qppp/2b1n3/ppP5/3p1PPP/3B4/PPQ5/1K1RB1R1 w - - 1 23
r3r1k1/4qppp/2b1n3/ppP5/3p1PPP/3B4/PPQ2B2/1K1R2R1 b - - 2 23
r3r1k1/4qp1p/2b1n1p1/ppP5/3p1PPP/3B4/PPQ2B2/1K1R2R1 w - - 0 24
r3r1k1/4qp1p/2b1n1p1/ppP5/3p1PPP/3B4/PPQ2B2/1K1RR3 b - - 1 24
r3rqk1/5p1p/2b1n1p1/ppP5/3p1PPP/3B4/PPQ2B2/1K1RR3 w - - 2 25
r3rqk1/5p1p/2b1n1p1/ppP5/P2p1PPP/3B4/1PQ2B2/1K1RR3 b - - 0 25
r3rqk1/5p1p/2b1n1p1/p1P5/p2p1PPP/3B4/1PQ2B2/1K1RR3 w - - 0 26
r3rqk1/5p1p/2b1n1p1/p1P2P2/p2p2PP/3B4/1PQ2B2/1K1RR3 b - - 0 26
r3rqk1/5p1p/2b3p1/p1n2P2/p2p2PP/3B4/1PQ2B2/1K1RR3 w - - 0 27
r3Rqk1/5p1p/2b3p1/p1n2P2/p2p2PP/3B4/1PQ2B2/1K1R4 b - - 0 27
r3bqk1/5p1p/6p1/p1n2P2/p2p2PP/3B4/1PQ2B2/1K1R4 w - - 0 28
r3bqk1/5p1p/6p1/p1n2P2/p2B2PP/3B4/1PQ5/1K1R4 b - - 0 28
r3bqk1/5p1p/6p1/p4P2/p2B2PP/3n4/1PQ5/1K1R4 w - - 0 29
r3bqk1/5p1p/6p1/p4P2/p2B2PP/3Q4/1P6/1K1R4 b - - 0 29
r3b1k1/5p1p/3q2p1/p4P2/p2B2PP/3Q4/1P6/1K1R4 w - - 1 30
r3b1k1/5p1p/3q2p1/p4P2/p5PP/2BQ4/1P6/1K1R4 b - - 2 30
r3b1k1/5p1p/6p1/p4P2/p5PP/2Bq4/1P6/1K1R4 w - - 0 31
r3b1k1/5p1p/6p1/p4P2/p5PP/2BR4/1P6/1K6 b - - 0 31
r3b1k1/5p2/6p1/p4P1p/p5PP/2BR4/1P6/1K6 w - - 0 32
r3b1k1/5p2/6p1/p4P1P/p6P/2BR4/1P6/1K6 b - - 0 32
r3b1k1/5p2/8/p4p1P/p6P/2BR4/1P6/1K6 w - - 0 33
r3b1k1/5p2/8/p4p1P/p6P/2BR4/KP6/8 b - - 1 33
2r1b1k1/5p2/8/p4p1P/p6P/2BR4/KP6/8 w - - 2 34
2r1b1k1/5p2/8/p2R1p1P/p6P/2B5/KP6/8 b - - 3 34
2r1b1k1/5p2/8/p2R3P/p4p1P/2B5/KP6/8 w - - 0 35
2r1b1k1/5p2/8/p5RP/p4p1P/2B5/KP6/8 b - - 1 35
2r1b3/5p1k/8/p5RP/p4p1P/2B5/KP6/8 w - - 2 36
2r1b3/5p1k/8/p4R1P/p4p1P/2B5/KP6/8 b - - 3 36
3rb3/5p1k/8/p4R1P/p4p1P/2B5/KP6/8 w - - 4 37
3rb3/5p1k/8/p6P/p4R1P/2B5/KP6/8 b - - 0 37
4b3/5p1k/8/p2r3P/p4R1P/2B5/KP6/8 w - - 1 38
4b3/5p1k/8/p2r3P/p5RP/2B5/KP6/8 b - - 2 38
4b3/5p1k/8/p6r/p5RP/2B5/KP6/8 w - - 0 39
4b3/5p1k/8/p6r/p5RP/K1B5/1P6/8 b - - 1 39
4b3/5p1k/8/p2r4/p5RP/K1B5/1P6/8 w - - 2 40
4b3/5p1k/8/p2r2R1/p6P/K1B5/1P6/8 b - - 3 40
4b3/7k/8/p2r1pR1/p6P/K1B5/1P6/8 w - - 0 41
4b3/6Rk/8/p2r1p2/p6P/K1B5/1P6/8 b - - 1 41
4b3/6R1/7k/p2r1p2/p6P/K1B5/1P6/8 w - - 2 42
4b3/R7/7k/p2r1p2/p6P/K1B5/1P6/8 b - - 3 42
4b3/R7/7k/p2r4/p4p1P/K1B5/1P6/8 w - - 0 43
4b3/8/7k/R2r4/p4p1P/K1B5/1P6/8 b - - 0 43
4b3/8/7k/r7/p4p1P/K1B5/1P6/8 w - - 0 44
4b3/8/7k/B7/p4p1P/K7/1P6/8 b - - 0 44
4b3/8/7k/B7/p6P/K4p2/1P6/8 w - - 0 45
4b3/8/7k/8/p6P/K4p2/1P6/4B3 b - - 1 45
4b3/8/8/7k/p6P/K4p2/1P6/4B3 w - - 2 46
4b3/8/8/7k/p6P/KP3p2/8/4B3 b - - 0 46
4b3/8/8/7k/p6P/KP6/5p2/4B3 w - - 0 47
4b3/8/8/7k/p6P/KP6/5B2/8 b - - 0 47
4b3/8/8/7k/7P/Kp6/5B2/8 w - - 0 48
r1b2rk1/pp1nqppp/2p1p3/3p4/2PPn1P1/4PN2/PPQ2P1P/2KRBBR1 b - - 4 12
r1b2rk1/p2nqppp/1pp1p3/3p4/2PPn1P1/4PN2/PPQ2P1P/2KRBBR1 w - - 0 13
r1b2rk1/p2nqppp/1pp1p3/3p4/2PPn1PP/4PN2/PPQ2P2/2KRBBR1 b - - 0 13
r1b2rk1/3nqppp/1pp1p3/p2p4/2PPn1PP/4PN2/PPQ2P2/2KRBBR1 w - - 0 14
r1b2rk1/3nqppp/1pp1p3/p2p2N1/2PPn1PP/4P3/PPQ2P2/2KRBBR1 b - - 1 14
r1b2rk1/3nqppp/1pp1p3/p2p2n1/2PP2PP/4P3/PPQ2P2/2KRBBR1 w - - 0 15
r1b2rk1/3nqppp/1pp1p3/p2p2P1/2PP2P1/4P3/PPQ2P2/2KRBBR1 b - - 0 15
r1b2rk1/3n1ppp/1pp1p3/p2p2q1/2PP2P1/4P3/PPQ2P2/2KRBBR1 w - - 0 16
r1b2rk1/3n1ppp/1pp1p3/p2p2q1/2PP1PP1/4P3/PPQ5/2KRBBR1 b - - 0 16
r1b2rk1/3nqppp/1pp1p3/p2p4/2PP1PP1/4P3/PPQ5/2KRBBR1 w - - 1 17
r1b2rk1/3nqppp/1pp1p3/p2p4/2PPPPP1/8/PPQ5/2KRBBR1 b - - 0 17
r1b2rk1/3nqppp/1pp1p3/p7/2PPpPP1/8/PPQ5/2KRBBR1 w - - 0 18
r1b2rk1/3nqppp/1pp1p3/p7/2PPQPP1/8/PP6/2KRBBR1 b - - 0 18
r1b1r1k1/3nqppp/1pp1p3/p7/2PPQPP1/8/PP6/2KRBBR1 w - - 1 19
r1b1r1k1/3nqppp/1pp1p3/p7/2PPQPP1/8/PP6/1K1RBBR1 b - - 2 19
r3r1k1/1b1nqppp/1pp1p3/p7/2PPQPP1/8/PP6/1K1RBBR1 w - - 3 20
r3r1k1/1b1nqppp/1pp1p3/p7/2PPQPP1/3B4/PP6/1K1RB1R1 b - - 4 20
r3rnk1/1b2qppp/1pp1p3/p7/2PPQPP1/3B4/PP6/1K1RB1R1 w - - 5 21
r3rnk1/1b2qppp/1pp1p3/p7/2PP1PP1/3BQ3/PP6/1K1RB1R1 b - - 6 21
r3rnk1/1bq2ppp/1pp1p3/p7/2PP1PP1/3BQ3/PP6/1K1RB1R1 w - - 7 22
r3rnk1/1bq2ppp/1pp1p3/p7/2PP1PP1/3BQ3/PP6/K2RB1R1 b - - 8 22
r3rnk1/1bq3pp/1pp1pp2/p7/2PP1PP1/3BQ3/PP6/K2RB1R1 w - - 0 23
r3rnk1/1bq3pp/1pp1pp2/p7/2PP1PP1/2BBQ3/PP6/K2R2R1 b - - 1 23
r3rnk1/1bq3pp/2p1pp2/pp6/2PP1PP1/2BBQ3/PP6/K2R2R1 w - - 0 24
r3rnk1/1bq3pp/2p1pp2/pP6/3P1PP1/2BBQ3/PP6/K2R2R1 b - - 0 24
r3rnk1/1bq3pp/4pp2/pp6/3P1PP1/2BBQ3/PP6/K2R2R1 w - - 0 25
r3rnk1/1bq3pp/4pp2/pB6/3P1PP1/2B1Q3/PP6/K2R2R1 b - - 0 25
rr3nk1/1bq3pp/4pp2/pB6/3P1PP1/2B1Q3/PP6/K2R2R1 w - - 1 26
rr3nk1/1bq3pp/4pp2/pB6/3P1PP1/2B1Q3/PP6/K1R3R1 b - - 2 26
rr3nk1/2q3pp/4pp2/pB1b4/3P1PP1/2B1Q3/PP6/K1R3R1 w - - 3 27
rr3nk1/2q3pp/4pp2/p2b4/3P1PP1/2BBQ3/PP6/K1R3R1 b - - 4 27
rr3nk1/6pp/3qpp2/p2b4/3P1PP1/2BBQ3/PP6/K1R3R1 w - - 5 28
rr3nk1/6pp/3qpp2/p2b4/3P1PP1/2B1Q3/PP6/KBR3R1 b - - 6 28
